Country/Region,Update Date,Deaths,Recovered,Latitude,Longitude,Province/State
Mainland China,2/12/2020,0,0,0,,Guangxi
Others,2/12/2020,0,0,0,,Diamond Princess cruise ship
Mainland China,2/12/2020,0,0,0,,Hainan
Mainland China,2/12/2020,0,0,0,,Yunnan
Mainland China,2/12/2020,0,0,0,,Guizhou
Mainland China,2/12/2020,0,0,0,,Shanxi
Mainland China,2/12/2020,0,0,0,,Liaoning
Mainland China,2/12/2020,0,0,0,,Tianjin
Mainland China,2/12/2020,0,0,0,,Gansu
Mainland China,2/12/2020,0,0,0,,Jilin
Mainland China,2/12/2020,0,0,0,,Inner Mongolia
Mainland China,2/12/2020,0,0,0,,Xinjiang
Mainland China,2/12/2020,0,0,0,,Ningxia
Hong Kong,2/12/2020,0,0,0,,Hong Kong
Singapore,2/12/2020,0,0,0,,
Thailand,2/11/2020,0,0,0,,
Japan,2/12/2020,0,0,0,,
South Korea,2/12/2020,0,0,0,,
Mainland China,2/12/2020,0,0,0,,Qinghai
Malaysia,2/11/2020,0,0,0,,
Taiwan,2/9/2020,0,0,0,,Taiwan
Germany,2/11/2020,0,0,0,,
Vietnam,2/11/2020,0,0,0,,
France,2/12/2020,0,0,0,,
Macau,2/12/2020,0,0,0,,Macau
UK,2/12/2020,0,0,0,,
United Arab Emirates,2/12/2020,0,0,0,,
Australia,2/9/2020,0,0,0,,Queensland
Australia,2/6/2020,0,0,0,,New South Wales
Australia,2/1/2020,0,0,0,,Victoria
Canada,2/7/2020,0,0,0,,British Columbia
India,2/3/2020,0,0,0,,
Italy,2/7/2020,0,0,0,,
Philippines,2/12/2020,0,0,0,,
Australia,2/2/2020,0,0,0,,South Australia
Canada,2/4/2020,0,0,0,,"Toronto, ON"
Russia,2/12/2020,0,0,0,,
Spain,2/9/2020,0,0,0,,
US,2/9/2020,0,0,0,,"Chicago, IL"
US,2/3/2020,0,0,0,,"San Benito, CA"
US,2/3/2020,0,0,0,,"Santa Clara, CA"
Belgium,2/4/2020,0,0,0,,
Cambodia,2/12/2020,0,0,0,,
Canada,2/12/2020,0,0,0,,"London, ON"
Finland,2/12/2020,0,0,0,,
Mainland China,2/12/2020,0,0,0,,Tibet
Nepal,2/12/2020,0,0,0,,
Sri Lanka,2/8/2020,0,0,0,,
Sweden,2/1/2020,0,0,0,,
US,2/1/2020,0,0,0,,"Boston, MA"
US,2/1/2020,0,0,0,,"Los Angeles, CA"
US,2/5/2020,0,0,0,,"Madison, WI"
US,2/1/2020,0,0,0,,"Orange, CA"
US,2/11/2020,0,0,0,,"San Diego County, CA"
US,2/9/2020,0,0,0,,"Seattle, WA"
US,2/1/2020,0,0,0,,"Tempe, AZ"
Mainland China,2/13/2020,0,0,0,,Hubei
Mainland China,2/13/2020,0,0,0,,Guangdong
Mainland China,2/13/2020,0,0,0,,Henan
Mainland China,2/13/2020,0,0,0,,Zhejiang
Mainland China,2/13/2020,0,0,0,,Hunan
Mainland China,2/13/2020,0,0,0,,Anhui
Mainland China,2/13/2020,0,0,0,,Jiangxi
Mainland China,2/13/2020,0,0,0,,Jiangsu
Mainland China,2/13/2020,0,0,0,,Chongqing
Mainland China,2/13/2020,0,0,0,,Shandong
Mainland China,2/13/2020,0,0,0,,Sichuan
Mainland China,2/13/2020,0,0,0,,Heilongjiang
Mainland China,2/13/2020,0,0,0,,Beijing
Mainland China,2/13/2020,0,0,0,,Shanghai
Mainland China,2/13/2020,0,0,0,,Fujian
Mainland China,2/13/2020,0,0,0,,Hebei
Mainland China,2/13/2020,0,0,0,,Shaanxi
Mainland China,2/13/2020,0,0,0,,Guangxi
Others,2/12/2020,0,0,0,,Diamond Princess cruise ship
Mainland China,2/13/2020,0,0,0,,Hainan
Mainland China,2/13/2020,0,0,0,,Yunnan
Mainland China,2/13/2020,0,0,0,,Guizhou
Mainland China,2/13/2020,0,0,0,,Shanxi
Mainland China,2/13/2020,0,0,0,,Tianjin
Mainland China,2/13/2020,0,0,0,,Liaoning
Mainland China,2/13/2020,0,0,0,,Gansu
Mainland China,2/13/2020,0,0,0,,Jilin
Mainland China,2/13/2020,0,0,0,,Ningxia
Mainland China,2/13/2020,0,0,0,,Xinjiang
Mainland China,2/13/2020,0,0,0,,Inner Mongolia
Singapore,2/13/2020,0,0,0,,
Hong Kong,2/13/2020,0,0,0,,Hong Kong
Thailand,2/13/2020,0,0,0,,
Japan,2/13/2020,0,0,0,,
South Korea,2/12/2020,0,0,0,,
Malaysia,2/13/2020,0,0,0,,
Mainland China,2/13/2020,0,0,0,,Qinghai
Taiwan,2/9/2020,0,0,0,,Taiwan
Germany,2/13/2020,0,0,0,,
Vietnam,2/13/2020,0,0,0,,
France,2/12/2020,0,0,0,,
Macau,2/13/2020,0,0,0,,Macau
UK,2/12/2020,0,0,0,,
United Arab Emirates,2/12/2020,0,0,0,,
Australia,2/9/2020,0,0,0,,Queensland
Australia,2/13/2020,0,0,0,,New South Wales
Australia,2/13/2020,0,0,0,,Victoria
Canada,2/7/2020,0,0,0,,British Columbia
India,2/13/2020,0,0,0,,
Italy,2/7/2020,0,0,0,,
Philippines,2/12/2020,0,0,0,,
Australia,2/2/2020,0,0,0,,South Australia
Canada,2/4/2020,0,0,0,,"Toronto, ON"
Russia,2/12/2020,0,0,0,,
Spain,2/9/2020,0,0,0,,
US,2/9/2020,0,0,0,,"Chicago, IL"
US,2/3/2020,0,0,0,,"San Benito, CA"
US,2/13/2020,0,0,0,,"San Diego County, CA"
US,2/3/2020,0,0,0,,"Santa Clara, CA"
Belgium,2/4/2020,0,0,0,,
Cambodia,2/12/2020,0,0,0,,
Canada,2/12/2020,0,0,0,,"London, ON"
Finland,2/12/2020,0,0,0,,
Mainland China,2/12/2020,0,0,0,,Tibet
Nepal,2/12/2020,0,0,0,,
Sri Lanka,2/8/2020,0,0,0,,
Sweden,2/1/2020,0,0,0,,
US,2/1/2020,0,0,0,,"Boston, MA"
US,2/1/2020,0,0,0,,"Los Angeles, CA"
US,2/5/2020,0,0,0,,"Madison, WI"
US,2/1/2020,0,0,0,,"Orange, CA"
US,2/13/2020,0,0,0,,"San Antonio, TX"
US,2/9/2020,0,0,0,,"Seattle, WA"
US,2/1/2020,0,0,0,,"Tempe, AZ"
Mainland China,2/14/2020,0,0,0,,Hubei
Mainland China,2/14/2020,0,0,0,,Guangdong
Mainland China,2/14/2020,0,0,0,,Henan
Mainland China,2/14/2020,0,0,0,,Zhejiang
Mainland China,2/14/2020,0,0,0,,Hunan
Mainland China,2/14/2020,0,0,0,,Anhui
Mainland China,2/14/2020,0,0,0,,Jiangxi
Mainland China,2/14/2020,0,0,0,,Jiangsu
Mainland China,2/14/2020,0,0,0,,Chongqing
Mainland China,2/14/2020,0,0,0,,Shandong
Mainland China,2/14/2020,0,0,0,,Sichuan
Mainland China,2/14/2020,0,0,0,,Heilongjiang
Mainland China,2/14/2020,0,0,0,,Beijing
Mainland China,2/14/2020,0,0,0,,Shanghai
Mainland China,2/14/2020,0,0,0,,Hebei
Mainland China,2/14/2020,0,0,0,,Fujian
Mainland China,2/14/2020,0,0,0,,Shaanxi
Mainland China,2/14/2020,0,0,0,,Guangxi
Others,2/14/2020,0,0,0,,Diamond Princess cruise ship
Mainland China,2/14/2020,0,0,0,,Yunnan
Mainland China,2/14/2020,0,0,0,,Hainan
Mainland China,2/14/2020,0,0,0,,Guizhou
Mainland China,2/14/2020,0,0,0,,Shanxi
Mainland China,2/14/2020,0,0,0,,Tianjin
Mainland China,2/14/2020,0,0,0,,Liaoning
Mainland China,2/13/2020,0,0,0,,Gansu
Mainland China,2/14/2020,0,0,0,,Jilin
Mainland China,2/14/2020,0,0,0,,Ningxia
Singapore,2/14/2020,0,0,0,,
Mainland China,2/14/2020,0,0,0,,Inner Mongolia
Mainland China,2/14/2020,0,0,0,,Xinjiang
Hong Kong,2/14/2020,0,0,0,,Hong Kong
Thailand,2/13/2020,0,0,0,,
Japan,2/14/2020,0,0,0,,
South Korea,2/12/2020,0,0,0,,
Malaysia,2/13/2020,0,0,0,,
Mainland China,2/13/2020,0,0,0,,Qinghai
Taiwan,2/14/2020,0,0,0,,Taiwan
Germany,2/13/2020,0,0,0,,
Vietnam,2/13/2020,0,0,0,,
France,2/12/2020,0,0,0,,
Macau,2/13/2020,0,0,0,,Macau
UK,2/12/2020,0,0,0,,
United Arab Emirates,2/12/2020,0,0,0,,
Australia,2/9/2020,0,0,0,,Queensland
Australia,2/13/2020,0,0,0,,New South Wales
Australia,2/13/2020,0,0,0,,Victoria
Canada,2/7/2020,0,0,0,,British Columbia
India,2/13/2020,0,0,0,,
Italy,2/7/2020,0,0,0,,
Philippines,2/12/2020,0,0,0,,
Australia,2/2/2020,0,0,0,,South Australia
Canada,2/4/2020,0,0,0,,"Toronto, ON"
Russia,2/12/2020,0,0,0,,
Spain,2/9/2020,0,0,0,,
US,2/9/2020,0,0,0,,"Chicago, IL"
US,2/3/2020,0,0,0,,"San Benito, CA"
US,2/13/2020,0,0,0,,"San Diego County, CA"
US,2/3/2020,0,0,0,,"Santa Clara, CA"
Belgium,2/4/2020,0,0,0,,
Cambodia,2/12/2020,0,0,0,,
Canada,2/12/2020,0,0,0,,"London, ON"
Egypt,2/14/2020,0,0,0,,
Finland,2/12/2020,0,0,0,,
Mainland China,2/12/2020,0,0,0,,Tibet
Nepal,2/12/2020,0,0,0,,
Sri Lanka,2/8/2020,0,0,0,,
Sweden,2/1/2020,0,0,0,,
US,2/1/2020,0,0,0,,"Boston, MA"
US,2/1/2020,0,0,0,,"Los Angeles, CA"
US,2/5/2020,0,0,0,,"Madison, WI"
US,2/1/2020,0,0,0,,"Orange, CA"
US,2/13/2020,0,0,0,,"San Antonio, TX"
US,2/9/2020,0,0,0,,"Seattle, WA"
US,2/1/2020,0,0,0,,"Tempe, AZ"
Mainland China,2/15/2020,0,0,0,,Hubei
Mainland China,2/15/2020,0,0,0,,Guangdong
Mainland China,2/15/2020,0,0,0,,Henan
Mainland China,2/15/2020,0,0,0,,Zhejiang
Mainland China,2/15/2020,0,0,0,,Hunan
Mainland China,2/15/2020,0,0,0,,Anhui
Mainland China,2/15/2020,0,0,0,,Jiangxi
Mainland China,2/15/2020,0,0,0,,Jiangsu
Mainland China,2/15/2020,0,0,0,,Chongqing
Mainland China,2/15/2020,0,0,0,,Shandong
Mainland China,2/15/2020,0,0,0,,Sichuan
Mainland China,2/15/2020,0,0,0,,Heilongjiang
Mainland China,2/15/2020,0,0,0,,Beijing
Mainland China,2/15/2020,0,0,0,,Shanghai
Mainland China,2/15/2020,0,0,0,,Hebei
Mainland China,2/15/2020,0,0,0,,Fujian
Others,2/15/2020,0,0,0,,Diamond Princess cruise ship
Mainland China,2/15/2020,0,0,0,,Guangxi
Mainland China,2/15/2020,0,0,0,,Shaanxi
Mainland China,2/15/2020,0,0,0,,Yunnan
Mainland China,2/15/2020,0,0,0,,Hainan
Mainland China,2/15/2020,0,0,0,,Guizhou
Mainland China,2/15/2020,0,0,0,,Shanxi
Mainland China,2/15/2020,0,0,0,,Tianjin
Mainland China,2/15/2020,0,0,0,,Liaoning
Mainland China,2/15/2020,0,0,0,,Gansu
Mainland China,2/15/2020,0,0,0,,Jilin
Singapore,2/15/2020,0,0,0,,
Mainland China,2/15/2020,0,0,0,,Ningxia
Mainland China,2/15/2020,0,0,0,,Xinjiang
Mainland China,2/15/2020,0,0,0,,Inner Mongolia
Hong Kong,2/14/2020,0,0,0,,Hong Kong
Japan,2/15/2020,0,0,0,,
Thailand,2/13/2020,0,0,0,,
South Korea,2/15/2020,0,0,0,,
Malaysia,2/15/2020,0,0,0,,
Mainland China,2/15/2020,0,0,0,,Qinghai
Taiwan,2/15/2020,0,0,0,,Taiwan
Germany,2/13/2020,0,0,0,,
Vietnam,2/13/2020,0,0,0,,
France,2/15/2020,0,0,0,,
Macau,2/13/2020,0,0,0,,Macau
UK,2/12/2020,0,0,0,,
United Arab Emirates,2/15/2020,0,0,0,,
Australia,2/9/2020,0,0,0,,Queensland
Australia,2/13/2020,0,0,0,,New South Wales
Australia,2/13/2020,0,0,0,,Victoria
Canada,2/7/2020,0,0,0,,British Columbia
India,2/13/2020,0,0,0,,
Italy,2/7/2020,0,0,0,,
Philippines,2/12/2020,0,0,0,,
Australia,2/2/2020,0,0,0,,South Australia
Canada,2/4/2020,0,0,0,,"Toronto, ON"
Russia,2/12/2020,0,0,0,,
Spain,2/15/2020,0,0,0,,
US,2/9/2020,0,0,0,,"Chicago, IL"
US,2/3/2020,0,0,0,,"San Benito, CA"
US,2/13/2020,0,0,0,,"San Diego County, CA"
US,2/3/2020,0,0,0,,"Santa Clara, CA"
Belgium,2/4/2020,0,0,0,,
Cambodia,2/12/2020,0,0,0,,
Canada,2/12/2020,0,0,0,,"London, ON"
Egypt,2/14/2020,0,0,0,,
Finland,2/12/2020,0,0,0,,
Mainland China,2/12/2020,0,0,0,,Tibet
Nepal,2/12/2020,0,0,0,,
Sri Lanka,2/8/2020,0,0,0,,
Sweden,2/1/2020,0,0,0,,
US,2/1/2020,0,0,0,,"Boston, MA"
US,2/1/2020,0,0,0,,"Los Angeles, CA"
US,2/5/2020,0,0,0,,"Madison, WI"
US,2/1/2020,0,0,0,,"Orange, CA"
US,2/13/2020,0,0,0,,"San Antonio, TX"
US,2/9/2020,0,0,0,,"Seattle, WA"
US,2/1/2020,0,0,0,,"Tempe, AZ"
Mainland China,2/16/2020,0,0,0,,Hubei
Mainland China,2/16/2020,0,0,0,,Guangdong
Mainland China,2/16/2020,0,0,0,,Henan
Mainland China,2/16/2020,0,0,0,,Zhejiang
Mainland China,2/16/2020,0,0,0,,Hunan
Mainland China,2/16/2020,0,0,0,,Anhui
Mainland China,2/16/2020,0,0,0,,Jiangxi
Mainland China,2/16/2020,0,0,0,,Jiangsu
Mainland China,2/16/2020,0,0,0,,Chongqing
Mainland China,2/16/2020,0,0,0,,Shandong
Mainland China,2/16/2020,0,0,0,,Sichuan
Mainland China,2/16/2020,0,0,0,,Heilongjiang
Mainland China,2/16/2020,0,0,0,,Beijing
Others,2/16/2020,0,0,0,,Diamond Princess cruise ship
Mainland China,2/16/2020,0,0,0,,Shanghai
Mainland China,2/16/2020,0,0,0,,Hebei
Mainland China,2/16/2020,0,0,0,,Fujian
Mainland China,2/16/2020,0,0,0,,Guangxi
Mainland China,2/16/2020,0,0,0,,Shaanxi
Mainland China,2/16/2020,0,0,0,,Yunnan
Mainland China,2/16/2020,0,0,0,,Hainan
Mainland China,2/16/2020,0,0,0,,Guizhou
Mainland China,2/16/2020,0,0,0,,Shanxi
Mainland China,2/16/2020,0,0,0,,Tianjin
Mainland China,2/16/2020,0,0,0,,Liaoning
Mainland China,2/16/2020,0,0,0,,Gansu
Mainland China,2/16/2020,0,0,0,,Jilin
Singapore,2/16/2020,0,0,0,,
Mainland China,2/16/2020,0,0,0,,Xinjiang
Mainland China,2/16/2020,0,0,0,,Inner Mongolia
Mainland China,2/15/2020,0,0,0,,Ningxia
Japan,2/16/2020,0,0,0,,
Hong Kong,2/16/2020,0,0,0,,Hong Kong
Thailand,2/16/2020,0,0,0,,
South Korea,2/16/2020,0,0,0,,
Malaysia,2/15/2020,0,0,0,,
Taiwan,2/16/2020,0,0,0,,Taiwan
Mainland China,2/15/2020,0,0,0,,Qinghai
Germany,2/13/2020,0,0,0,,
Vietnam,2/13/2020,0,0,0,,
France,2/15/2020,0,0,0,,
Macau,2/16/2020,0,0,0,,Macau
UK,2/16/2020,0,0,0,,
United Arab Emirates,2/16/2020,0,0,0,,
Australia,2/9/2020,0,0,0,,Queensland
Australia,2/13/2020,0,0,0,,New South Wales
Australia,2/13/2020,0,0,0,,Victoria
Canada,2/7/2020,0,0,0,,British Columbia
India,2/16/2020,0,0,0,,
Italy,2/7/2020,0,0,0,,
Philippines,2/12/2020,0,0,0,,
Australia,2/2/2020,0,0,0,,South Australia
Canada,2/4/2020,0,0,0,,"Toronto, ON"
Russia,2/12/2020,0,0,0,,
Spain,2/15/2020,0,0,0,,
US,2/9/2020,0,0,0,,"Chicago, IL"
US,2/3/2020,0,0,0,,"San Benito, CA"
US,2/13/2020,0,0,0,,"San Diego County, CA"
US,2/3/2020,0,0,0,,"Santa Clara, CA"
Belgium,2/4/2020,0,0,0,,
Cambodia,2/12/2020,0,0,0,,
Canada,2/12/2020,0,0,0,,"London, ON"
Egypt,2/14/2020,0,0,0,,
Finland,2/12/2020,0,0,0,,
Mainland China,2/12/2020,0,0,0,,Tibet
Nepal,2/12/2020,0,0,0,,
Sri Lanka,2/8/2020,0,0,0,,
Sweden,2/1/2020,0,0,0,,
US,2/1/2020,0,0,0,,"Boston, MA"
US,2/1/2020,0,0,0,,"Los Angeles, CA"
US,2/5/2020,0,0,0,,"Madison, WI"
US,2/1/2020,0,0,0,,"Orange, CA"
US,2/13/2020,0,0,0,,"San Antonio, TX"
US,2/9/2020,0,0,0,,"Seattle, WA"
US,2/1/2020,0,0,0,,"Tempe, AZ"
Mainland China,2/17/2020,0,0,0,,Hubei
Mainland China,2/17/2020,0,0,0,,Guangdong
Mainland China,2/17/2020,0,0,0,,Henan
Mainland China,2/17/2020,0,0,0,,Zhejiang
Mainland China,2/17/2020,0,0,0,,Hunan
Mainland China,2/17/2020,0,0,0,,Anhui
Mainland China,2/17/2020,0,0,0,,Jiangxi
Mainland China,2/17/2020,0,0,0,,Jiangsu
Mainland China,2/17/2020,0,0,0,,Chongqing
Mainland China,2/17/2020,0,0,0,,Shandong
Mainland China,2/17/2020,0,0,0,,Sichuan
Mainland China,2/17/2020,0,0,0,,Heilongjiang
Others,2/17/2020,0,0,0,,Diamond Princess cruise ship
Mainland China,2/17/2020,0,0,0,,Beijing
Mainland China,2/17/2020,0,0,0,,Shanghai
Mainland China,2/17/2020,0,0,0,,Hebei
Mainland China,2/17/2020,0,0,0,,Fujian
Mainland China,2/17/2020,0,0,0,,Shaanxi
Mainland China,2/17/2020,0,0,0,,Guangxi
Mainland China,2/17/2020,0,0,0,,Yunnan
Mainland China,2/17/2020,0,0,0,,Hainan
Mainland China,2/17/2020,0,0,0,,Guizhou
Mainland China,2/17/2020,0,0,0,,Shanxi
Mainland China,2/17/2020,0,0,0,,Tianjin
Mainland China,2/17/2020,0,0,0,,Liaoning
Mainland China,2/17/2020,0,0,0,,Gansu
Mainland China,2/17/2020,0,0,0,,Jilin
Singapore,2/17/2020,0,0,0,,
Mainland China,2/17/2020,0,0,0,,Xinjiang
Mainland China,2/17/2020,0,0,0,,Inner Mongolia
Mainland China,2/17/2020,0,0,0,,Ningxia
Japan,2/17/2020,0,0,0,,
Hong Kong,2/17/2020,0,0,0,,Hong Kong
Thailand,2/17/2020,0,0,0,,
South Korea,2/17/2020,0,0,0,,
Malaysia,2/15/2020,0,0,0,,
Taiwan,2/17/2020,0,0,0,,Taiwan
Mainland China,2/15/2020,0,0,0,,Qinghai
Germany,2/13/2020,0,0,0,,
Vietnam,2/13/2020,0,0,0,,
France,2/15/2020,0,0,0,,
Macau,2/16/2020,0,0,0,,Macau
UK,2/16/2020,0,0,0,,
United Arab Emirates,2/16/2020,0,0,0,,
Australia,2/9/2020,0,0,0,,Queensland
Canada,2/17/2020,0,0,0,,British Columbia
Australia,2/13/2020,0,0,0,,New South Wales
Australia,2/13/2020,0,0,0,,Victoria
India,2/16/2020,0,0,0,,
Italy,2/7/2020,0,0,0,,
Philippines,2/12/2020,0,0,0,,
Australia,2/17/2020,0,0,0,,South Australia
Canada,2/4/2020,0,0,0,,"Toronto, ON"
Russia,2/12/2020,0,0,0,,
Spain,2/15/2020,0,0,0,,
US,2/9/2020,0,0,0,,"Chicago, IL"
US,2/3/2020,0,0,0,,"San Benito, CA"
US,2/13/2020,0,0,0,,"San Diego County, CA"
US,2/3/2020,0,0,0,,"Santa Clara, CA"
Belgium,2/17/2020,0,0,0,,
Cambodia,2/12/2020,0,0,0,,
Canada,2/12/2020,0,0,0,,"London, ON"
Egypt,2/14/2020,0,0,0,,
Finland,2/12/2020,0,0,0,,
Mainland China,2/12/2020,0,0,0,,Tibet
Nepal,2/12/2020,0,0,0,,
Sri Lanka,2/8/2020,0,0,0,,
Sweden,2/1/2020,0,0,0,,
US,2/1/2020,0,0,0,,"Boston, MA"
US,2/1/2020,0,0,0,,"Los Angeles, CA"
US,2/5/2020,0,0,0,,"Madison, WI"
US,2/1/2020,0,0,0,,"Orange, CA"
US,2/13/2020,0,0,0,,"San Antonio, TX"
US,2/9/2020,0,0,0,,"Seattle, WA"
US,2/1/2020,0,0,0,,"Tempe, AZ"
Mainland China,2/18/2020,0,0,0,,Hubei
Mainland China,2/18/2020,0,0,0,,Guangdong
Mainland China,2/18/2020,0,0,0,,Henan
Mainland China,2/18/2020,0,0,0,,Zhejiang
Mainland China,2/18/2020,0,0,0,,Hunan
Mainland China,2/18/2020,0,0,0,,Anhui
Mainland China,2/18/2020,0,0,0,,Jiangxi
Mainland China,2/18/2020,0,0,0,,Jiangsu
Mainland China,2/18/2020,0,0,0,,Chongqing
Mainland China,2/18/2020,0,0,0,,Shandong
Others,2/18/2020,0,0,0,,Diamond Princess cruise ship
Mainland China,2/18/2020,0,0,0,,Sichuan
Mainland China,2/18/2020,0,0,0,,Heilongjiang
Mainland China,2/18/2020,0,0,0,,Beijing
Mainland China,2/18/2020,0,0,0,,Shanghai
Mainland China,2/18/2020,0,0,0,,Hebei
Mainland China,2/18/2020,0,0,0,,Fujian
Mainland China,2/18/2020,0,0,0,,Guangxi
Mainland China,2/18/2020,0,0,0,,Shaanxi
Mainland China,2/18/2020,0,0,0,,Yunnan
Mainland China,2/18/2020,0,0,0,,Hainan
Mainland China,2/18/2020,0,0,0,,Guizhou
Mainland China,2/18/2020,0,0,0,,Shanxi
Mainland China,2/18/2020,0,0,0,,Tianjin
Mainland China,2/18/2020,0,0,0,,Liaoning
Mainland China,2/18/2020,0,0,0,,Gansu
Mainland China,2/18/2020,0,0,0,,Jilin
Singapore,2/18/2020,0,0,0,,
Mainland China,2/18/2020,0,0,0,,Xinjiang
Japan,2/18/2020,0,0,0,,
Mainland China,2/18/2020,0,0,0,,Inner Mongolia
Mainland China,2/18/2020,0,0,0,,Ningxia
Hong Kong,2/18/2020,0,0,0,,Hong Kong
Thailand,2/17/2020,0,0,0,,
South Korea,2/18/2020,0,0,0,,
Malaysia,2/18/2020,0,0,0,,
Taiwan,2/17/2020,0,0,0,,Taiwan
Mainland China,2/18/2020,0,0,0,,Qinghai
Germany,2/18/2020,0,0,0,,
Vietnam,2/13/2020,0,0,0,,
France,2/15/2020,0,0,0,,
Macau,2/16/2020,0,0,0,,Macau
UK,2/16/2020,0,0,0,,
United Arab Emirates,2/16/2020,0,0,0,,
Australia,2/9/2020,0,0,0,,Queensland
Canada,2/17/2020,0,0,0,,British Columbia
Australia,2/13/2020,0,0,0,,New South Wales
Australia,2/13/2020,0,0,0,,Victoria
India,2/16/2020,0,0,0,,
Italy,2/7/2020,0,0,0,,
Philippines,2/12/2020,0,0,0,,
Australia,2/17/2020,0,0,0,,South Australia
Canada,2/4/2020,0,0,0,,"Toronto, ON"
Russia,2/12/2020,0,0,0,,
Spain,2/15/2020,0,0,0,,
US,2/9/2020,0,0,0,,"Chicago, IL"
US,2/3/2020,0,0,0,,"San Benito, CA"
US,2/13/2020,0,0,0,,"San Diego County, CA"
US,2/3/2020,0,0,0,,"Santa Clara, CA"
Belgium,2/17/2020,0,0,0,,
Cambodia,2/12/2020,0,0,0,,
Canada,2/12/2020,0,0,0,,"London, ON"
Egypt,2/14/2020,0,0,0,,
Finland,2/12/2020,0,0,0,,
Mainland China,2/12/2020,0,0,0,,Tibet
Nepal,2/12/2020,0,0,0,,
Sri Lanka,2/8/2020,0,0,0,,
Sweden,2/1/2020,0,0,0,,
US,2/1/2020,0,0,0,,"Boston, MA"
US,2/1/2020,0,0,0,,"Los Angeles, CA"
US,2/5/2020,0,0,0,,"Madison, WI"
US,2/1/2020,0,0,0,,"Orange, CA"
US,2/13/2020,0,0,0,,"San Antonio, TX"
US,2/9/2020,0,0,0,,"Seattle, WA"
US,2/1/2020,0,0,0,,"Tempe, AZ"
Mainland China,2/19/2020,0,0,0,,Hubei
Mainland China,2/19/2020,0,0,0,,Guangdong
Mainland China,2/19/2020,0,0,0,,Henan
Mainland China,2/19/2020,0,0,0,,Zhejiang
Mainland China,2/19/2020,0,0,0,,Hunan
Mainland China,2/19/2020,0,0,0,,Anhui
Mainland China,2/19/2020,0,0,0,,Jiangxi
Mainland China,2/19/2020,0,0,0,,Jiangsu
Others,2/19/2020,0,0,0,,Diamond Princess cruise ship
Mainland China,2/19/2020,0,0,0,,Chongqing
Mainland China,2/19/2020,0,0,0,,Shandong
Mainland China,2/19/2020,0,0,0,,Sichuan
Mainland China,2/19/2020,0,0,0,,Heilongjiang
Mainland China,2/19/2020,0,0,0,,Beijing
Mainland China,2/19/2020,0,0,0,,Shanghai
Mainland China,2/19/2020,0,0,0,,Hebei
Mainland China,2/19/2020,0,0,0,,Fujian
Mainland China,2/19/2020,0,0,0,,Guangxi
Mainland China,2/19/2020,0,0,0,,Shaanxi
Mainland China,2/19/2020,0,0,0,,Yunnan
Mainland China,2/19/2020,0,0,0,,Hainan
Mainland China,2/19/2020,0,0,0,,Guizhou
Mainland China,2/19/2020,0,0,0,,Shanxi
Mainland China,2/19/2020,0,0,0,,Tianjin
Mainland China,2/19/2020,0,0,0,,Liaoning
Mainland China,2/19/2020,0,0,0,,Gansu
Mainland China,2/19/2020,0,0,0,,Jilin
Japan,2/19/2020,0,0,0,,
Singapore,2/19/2020,0,0,0,,
Mainland China,2/19/2020,0,0,0,,Xinjiang
Mainland China,2/19/2020,0,0,0,,Inner Mongolia
Mainland China,2/19/2020,0,0,0,,Ningxia
Hong Kong,2/19/2020,0,0,0,,Hong Kong
Thailand,2/17/2020,0,0,0,,
South Korea,2/18/2020,0,0,0,,
Taiwan,2/19/2020,0,0,0,,Taiwan
Malaysia,2/19/2020,0,0,0,,
Mainland China,2/19/2020,0,0,0,,Qinghai
Germany,2/18/2020,0,0,0,,
Vietnam,2/13/2020,0,0,0,,
France,2/15/2020,0,0,0,,
Macau,2/16/2020,0,0,0,,Macau
UK,2/16/2020,0,0,0,,
United Arab Emirates,2/16/2020,0,0,0,,
Australia,2/9/2020,0,0,0,,Queensland
Canada,2/17/2020,0,0,0,,British Columbia
Australia,2/13/2020,0,0,0,,New South Wales
Australia,2/13/2020,0,0,0,,Victoria
India,2/16/2020,0,0,0,,
Italy,2/7/2020,0,0,0,,
Philippines,2/12/2020,0,0,0,,
Australia,2/17/2020,0,0,0,,South Australia
Canada,2/4/2020,0,0,0,,"Toronto, ON"
Iran,2/19/2020,0,0,0,,
Russia,2/12/2020,0,0,0,,
Spain,2/15/2020,0,0,0,,
US,2/9/2020,0,0,0,,"Chicago, IL"
US,2/3/2020,0,0,0,,"San Benito, CA"
US,2/13/2020,0,0,0,,"San Diego County, CA"
US,2/3/2020,0,0,0,,"Santa Clara, CA"
Belgium,2/17/2020,0,0,0,,
Cambodia,2/12/2020,0,0,0,,
Canada,2/12/2020,0,0,0,,"London, ON"
Egypt,2/14/2020,0,0,0,,
Finland,2/12/2020,0,0,0,,
Mainland China,2/12/2020,0,0,0,,Tibet
Nepal,2/12/2020,0,0,0,,
Sri Lanka,2/8/2020,0,0,0,,
Sweden,2/1/2020,0,0,0,,
US,2/1/2020,0,0,0,,"Boston, MA"
US,2/1/2020,0,0,0,,"Los Angeles, CA"
US,2/5/2020,0,0,0,,"Madison, WI"
US,2/1/2020,0,0,0,,"Orange, CA"
US,2/13/2020,0,0,0,,"San Antonio, TX"
US,2/9/2020,0,0,0,,"Seattle, WA"
US,2/1/2020,0,0,0,,"Tempe, AZ"
